Tarih,Ptfdolar,Dolar,Smfdolar,Istanbul_anadolu_temp,Istanbul_anadolu_humidity,Istanbul_avrupa_temp,Istanbul_avrupa_humidity,Bursa_temp,Bursa_humidity,Izmir_temp,Izmir_humidity,Adana_temp,Adana_humidity,Gaziantep_temp,Gaziantep_humidity,Day/Night,Mevsim,Year,Month,Day,Hour,Is_Weekend,Weekday,Season,Ptfdolar_Lag1,Ptfdolar_Lag7,Ptfdolar_Lag30
2023-02-20 00:00:00,0.4019381458909036,0.6959734022903583,0.1948829014022465,0.4266666666666666,0.7619047619047619,0.4266666666666666,0.7619047619047619,0.319626168224299,0.6741573033707865,0.2988235294117647,0.7391304347826086,0.2137096774193548,0.9111111111111112,0.2744755244755244,0.7857142857142856,0.0,3,2023,2,20,0,0,0,4,0.2512018775788318,0.4535715637657568,0.7336942120604155
2023-02-20 01:00:00,0.4019381458909036,0.6959734022903583,0.1948829014022465,0.4222222222222223,0.7738095238095237,0.4222222222222223,0.7738095238095237,0.3476635514018691,0.6966292134831461,0.2988235294117647,0.7608695652173914,0.2016129032258064,0.9222222222222224,0.2622377622377622,0.7959183673469387,0.0,3,2023,2,20,1,0,0,4,0.4019381458909036,0.7335427944126888,0.7336942120604155
2023-02-20 02:00:00,0.3215353749479501,0.6959734022903583,0.1412891858160193,0.4222222222222223,0.7738095238095237,0.4222222222222223,0.7738095238095237,0.314018691588785,0.7752808988764045,0.2964705882352941,0.7717391304347825,0.221774193548387,0.9222222222222224,0.2884615384615384,0.7142857142857142,0.0,3,2023,2,20,2,0,0,4,0.4019381458909036,0.6833099897793087,0.6824393383048794
2023-02-20 03:00:00,0.3014725366241435,0.6956039896564462,0.1412891858160193,0.4222222222222223,0.7619047619047619,0.4222222222222223,0.7619047619047619,0.3439252336448598,0.7865168539325843,0.2988235294117647,0.7717391304347825,0.2379032258064516,0.8888888888888888,0.2762237762237762,0.7653061224489796,0.0,3,2023,2,20,3,0,0,4,0.3215353749479501,0.5675511980921376,0.6030207820721505
2023-02-20 04:00:00,0.3517053412575235,0.6959734022903583,0.1558989795169224,0.4111111111111111,0.8095238095238095,0.4111111111111111,0.8095238095238095,0.3663551401869159,0.7865168539325843,0.3082352941176471,0.7608695652173914,0.2318548387096774,0.8888888888888888,0.2709790209790209,0.8265306122448979,0.0,3,2023,2,20,4,0,0,4,0.3014725366241435,0.6833099897793087,0.5463527274103797
2023-02-20 05:00:00,0.5024037551576636,0.6959734022903583,0.2776962043902797,0.4111111111111111,0.8095238095238095,0.4111111111111111,0.8095238095238095,0.3775700934579439,0.7303370786516854,0.3105882352941176,0.75,0.252016129032258,0.8888888888888888,0.2797202797202797,0.7653061224489796,0.0,3,2023,2,20,5,0,0,4,0.3517053412575235,0.5325737214672369,0.50652988605822
2023-02-20 06:00:00,0.4842714918423742,0.6959734022903583,0.1948829014022465,0.4155555555555555,0.8214285714285714,0.4155555555555555,0.8214285714285714,0.3831775700934579,0.6966292134831461,0.3129411764705882,0.7173913043478262,0.282258064516129,0.8333333333333334,0.3304195804195804,0.693877551020408,1.0,3,2023,2,20,6,0,0,4,0.5024037551576636,0.2512018775788318,0.582806526100617
2023-02-20 07:00:00,0.582806526100617,0.6959734022903583,0.5651567432640775,0.4111111111111111,0.9166666666666664,0.4111111111111111,0.9166666666666664,0.3757009345794392,0.7865168539325843,0.3623529411764706,0.6413043478260869,0.3326612903225806,0.7111111111111111,0.3671328671328671,0.673469387755102,1.0,3,2023,2,20,7,0,0,4,0.4842714918423742,0.4019381458909036,0.582806526100617
2023-02-20 08:00:00,0.7335427944126888,0.6959734022903583,0.7113280963218559,0.4444444444444444,0.8452380952380951,0.4444444444444444,0.8452380952380951,0.3757009345794392,0.8539325842696629,0.3717647058823529,0.6195652173913044,0.3729838709677419,0.611111111111111,0.4020979020979021,0.6224489795918366,1.0,3,2023,2,20,8,0,0,4,0.582806526100617,0.4019381458909036,0.3316046485217852
2023-02-20 09:00:00,0.6495438543362229,0.6959734022903583,0.7113280963218559,0.4599999999999999,0.738095238095238,0.4599999999999999,0.738095238095238,0.3887850467289719,0.8426966292134831,0.3835294117647059,0.6086956521739131,0.407258064516129,0.5444444444444444,0.4195804195804195,0.6122448979591836,1.0,3,2023,2,20,9,0,0,4,0.7335427944126888,0.3215353749479501,0.582806526100617
2023-02-20 10:00:00,0.5426051406291403,0.6959734022903583,0.5846487042067395,0.4888888888888889,0.4285714285714286,0.4888888888888889,0.4285714285714286,0.4,0.7865168539325843,0.3858823529411764,0.6195652173913044,0.4133064516129032,0.5666666666666667,0.4283216783216783,0.6122448979591836,1.0,3,2023,2,20,10,0,0,4,0.6495438543362229,0.3014725366241435,0.582806526100617
2023-02-20 11:00:00,0.6480675322708861,0.6959734022903583,0.7113280963218559,0.4777777777777777,0.4523809523809523,0.4777777777777777,0.4523809523809523,0.4411214953271027,0.7191011235955056,0.4352941176470588,0.5652173913043479,0.4233870967741935,0.5222222222222221,0.4458041958041957,0.5714285714285714,1.0,3,2023,2,20,11,0,0,4,0.5426051406291403,0.3517053412575235,0.3396297838513078
2023-02-20 12:00:00,0.5372298141348373,0.6959734022903583,0.5209602819176271,0.4377777777777778,0.5595238095238095,0.4377777777777778,0.5595238095238095,0.4467289719626168,0.6179775280898877,0.4611764705882353,0.5217391304347827,0.4173387096774193,0.4888888888888889,0.4423076923076923,0.510204081632653,1.0,3,2023,2,20,12,0,0,4,0.6480675322708861,0.5024037551576636,0.5297346405723586
2023-02-20 13:00:00,0.5727751069387137,0.6959734022903583,0.409257763747155,0.4222222222222223,0.5952380952380952,0.4222222222222223,0.5952380952380952,0.4598130841121495,0.5617977528089888,0.4541176470588235,0.5326086956521738,0.4233870967741935,0.5,0.4545454545454545,0.4897959183673469,1.0,3,2023,2,20,13,0,0,4,0.5372298141348373,0.4842714918423742,0.2813718438884052
2023-02-20 14:00:00,0.7033728281031154,0.6959734022903583,0.6333602525512076,0.4,0.6547619047619048,0.4,0.6547619047619048,0.439252336448598,0.6067415730337079,0.4635294117647059,0.5652173913043479,0.4032258064516129,0.5888888888888889,0.4545454545454545,0.4693877551020408,1.0,3,2023,2,20,14,0,0,4,0.5727751069387137,0.582806526100617,0.346670704470606
2023-02-20 15:00:00,0.7033728281031154,0.6959734022903583,0.6820718008956758,0.3888888888888889,0.6309523809523809,0.3888888888888889,0.6309523809523809,0.4186915887850467,0.5955056179775281,0.4305882352941177,0.6086956521739131,0.4012096774193548,0.6,0.4353146853146852,0.520408163265306,1.0,3,2023,2,20,15,0,0,4,0.7033728281031154,0.7335427944126888,0.2512018775788318
2023-02-20 16:00:00,0.7122307604951357,0.6959734022903583,0.7113280963218559,0.3555555555555555,0.6785714285714285,0.3555555555555555,0.6785714285714285,0.3925233644859813,0.6629213483146067,0.411764705882353,0.6086956521739131,0.3830645161290322,0.7333333333333333,0.4020979020979021,0.5816326530612245,1.0,3,2023,2,20,16,0,0,4,0.7033728281031154,0.6495438543362229,0.2512018775788318
2023-02-20 17:00:00,0.7335427944126888,0.6959734022903583,0.7113280963218559,0.3555555555555555,0.6428571428571428,0.3555555555555555,0.6428571428571428,0.3663551401869159,0.7415730337078652,0.3811764705882353,0.6630434782608696,0.3729838709677419,0.7111111111111111,0.3758741258741258,0.673469387755102,1.0,3,2023,2,20,17,0,0,4,0.7122307604951357,0.5426051406291403,0.1507362683120717
2023-02-20 18:00:00,0.7335427944126888,0.6959734022903583,0.7113280963218559,0.3444444444444444,0.75,0.3444444444444444,0.75,0.3551401869158878,0.7640449438202247,0.3388235294117647,0.7391304347826086,0.3306451612903225,0.7999999999999999,0.3601398601398601,0.673469387755102,0.0,3,2023,2,20,18,0,0,4,0.7335427944126888,0.6480675322708861,0.1507362683120717
2023-02-20 19:00:00,0.7335427944126888,0.6959734022903583,0.7113280963218559,0.3333333333333333,0.7738095238095237,0.3333333333333333,0.7738095238095237,0.3289719626168224,0.7865168539325843,0.3623529411764706,0.7608695652173914,0.3326612903225806,0.7333333333333333,0.3409090909090909,0.7142857142857142,0.0,3,2023,2,20,19,0,0,4,0.7335427944126888,0.5372298141348373,0.1921489949653632
2023-02-20 20:00:00,0.7335427944126888,0.6959734022903583,0.7113280963218559,0.3222222222222222,0.8095238095238095,0.3222222222222222,0.8095238095238095,0.2822429906542056,0.8876404494382023,0.3364705882352941,0.7717391304347825,0.3125,0.8222222222222222,0.3409090909090909,0.7142857142857142,0.0,3,2023,2,20,20,0,0,4,0.7335427944126888,0.5727751069387137,0.2009690729454518
2023-02-20 21:00:00,0.7130635575576333,0.6959734022903583,0.409257763747155,0.32,0.7976190476190476,0.32,0.7976190476190476,0.2915887850467289,0.9325842696629212,0.2988235294117647,0.8695652173913044,0.2762096774193548,0.8333333333333334,0.3723776223776223,0.6632653061224489,0.0,3,2023,2,20,21,0,0,4,0.7335427944126888,0.7033728281031154,0.2512018775788318
